Site: Coral_d18O 	: Aus_03	: slope    : -0.312105313974	: intercept: -4.9403839942	: correl.  : -0.612022313836	: p_value  : 7.53381208591e-13	: var(proxy)/var(resid): 1.59890331256  : SNR  : 0.773888
Site: Coral_d18O 	: Aus_12	: slope    : -0.0836192430378	: intercept: -4.67883051627	: correl.  : -0.242998282406	: p_value  : 0.00699837713343	: var(proxy)/var(resid): 1.06275365334  : SNR  : 0.250507
Site: Coral_d18O 	: Aus_14	: slope    : -0.255272280269	: intercept: -4.24436819722	: correl.  : -0.446374811076	: p_value  : 8.09973417847e-07	: var(proxy)/var(resid): 1.24882995867  : SNR  : 0.498829
Site: Coral_d18O 	: Aus_16	: slope    : -0.175604510105	: intercept: -4.37414057407	: correl.  : -0.329246703269	: p_value  : 0.00028927804146	: var(proxy)/var(resid): 1.12158344995  : SNR  : 0.348688
Site: Coral_d18O 	: Aus_21	: slope    : -0.0921308733807	: intercept: -3.89362558832	: correl.  : -0.397119172331	: p_value  : 1.21636368171e-05	: var(proxy)/var(resid): 1.18723058055  : SNR  : 0.432701
Site: Coral_d18O 	: Aus_22	: slope    : 0.0305708159099	: intercept: 0.0668120283428	: correl.  : 0.070102013297	: p_value  : 0.442917685117	: var(proxy)/var(resid): 1.0049385618   : SNR  : 0.0702749
Site: Coral_d18O 	: Aus_23	: slope    : -0.337434113957	: intercept: -5.19704103411	: correl.  : -0.329212420252	: p_value  : 0.00044509952337	: var(proxy)/var(resid): 1.12155505376  : SNR  : 0.348647
Site: Coral_d18O 	: Aus_24	: slope    : -0.147873875025	: intercept: -4.27216536091	: correl.  : -0.306301513509	: p_value  : 0.000633492501714	: var(proxy)/var(resid): 1.1035342659   : SNR  : 0.321767
Site: Coral_d18O 	: Aus_27	: slope    : -0.125280989446	: intercept: -4.87788144204	: correl.  : -0.200515979189	: p_value  : 0.0365643442302	: var(proxy)/var(resid): 1.04189095313  : SNR  : 0.204673
Site: Coral_d18O 	: Aus_28	: slope    : -0.111835832259	: intercept: -4.44952835436	: correl.  : -0.334288277221	: p_value  : 0.000260911483772	: var(proxy)/var(resid): 1.12580746719  : SNR  : 0.354693
Site: Tree ring_Width 	: NAm-TR_062	: slope    : 0.105674126626	: intercept: 0.0885356339537	: correl.  : 0.0779686152818	: p_value  : 0.42251412509	: var(proxy)/var(resid): 1.00611628652  : SNR  : 0.0782067
Site: Tree ring_Width 	: NAm-TR_063	: slope    : -99.9110156019	: intercept: 977.232433674	: correl.  : -0.190327756116	: p_value  : 0.0565948407547	: var(proxy)/var(resid): 1.03758620194  : SNR  : 0.193872
Site: Tree ring_Width 	: NAm-TR_064	: slope    : 0.122698498413	: intercept: -0.0664767297219	: correl.  : 0.0606487675368	: p_value  : 0.532942342364	: var(proxy)/var(resid): 1.00369185265  : SNR  : 0.0607606
Site: Tree ring_Width 	: NAm-TR_066	: slope    : -0.232472220203	: intercept: 0.0889451181044	: correl.  : -0.144588741421	: p_value  : 0.135441683388	: var(proxy)/var(resid): 1.02135229314  : SNR  : 0.146124
Site: Tree ring_Width 	: NAm-TR_067	: slope    : -0.0786942733603	: intercept: -0.100198902775	: correl.  : -0.0436395355752	: p_value  : 0.653827080415	: var(proxy)/var(resid): 1.00190804276  : SNR  : 0.0436811
Site: Tree ring_Width 	: NAm-TR_068	: slope    : -0.048735169849	: intercept: 0.128413012779	: correl.  : -0.0348164133118	: p_value  : 0.720552089356	: var(proxy)/var(resid): 1.00121365381  : SNR  : 0.0348375
Site: Tree ring_Width 	: NAm-TR_069	: slope    : -0.273781462608	: intercept: -0.0093183456391	: correl.  : -0.156320743922	: p_value  : 0.106185573273	: var(proxy)/var(resid): 1.02504825861  : SNR  : 0.158266
Site: Tree ring_Width 	: NAm-TR_070	: slope    : -0.0286890972183	: intercept: 0.422747695259	: correl.  : -0.0145836647343	: p_value  : 0.880920602647	: var(proxy)/var(resid): 1.00021272852  : SNR  : 0.0145852
Site: Tree ring_Width 	: NAm-TR_071	: slope    : 0.0418475616521	: intercept: -0.0535036583127	: correl.  : 0.0251506448369	: p_value  : 0.796119320301	: var(proxy)/var(resid): 1.00063295531  : SNR  : 0.0251586
Site: Tree ring_Width 	: NAm-TR_072	: slope    : -0.282652829814	: intercept: 0.122882696211	: correl.  : -0.17355507171	: p_value  : 0.0724455562557	: var(proxy)/var(resid): 1.03105683718  : SNR  : 0.17623
Site: Tree ring_Width 	: NAm-TR_073	: slope    : -0.429256627738	: intercept: 0.0328439466317	: correl.  : -0.247804943911	: p_value  : 0.00971641816306	: var(proxy)/var(resid): 1.06542485317  : SNR  : 0.255783
Site: Tree ring_Width 	: NAm-TR_074	: slope    : -0.29002571471	: intercept: 0.189482801687	: correl.  : -0.150093631322	: p_value  : 0.121029817449	: var(proxy)/var(resid): 1.02304731023  : SNR  : 0.151813
Site: Tree ring_Width 	: NAm-TR_075	: slope    : -0.0786940309995	: intercept: -0.10019889323	: correl.  : -0.0436394061766	: p_value  : 0.65382804081	: var(proxy)/var(resid): 1.00190803142  : SNR  : 0.043681
Site: Tree ring_Width 	: NAm-TR_076	: slope    : -0.128396970459	: intercept: 0.0164262876411	: correl.  : -0.0737925212635	: p_value  : 0.44786063231	: var(proxy)/var(resid): 1.00547515023  : SNR  : 0.0739943
Site: Tree ring_Width 	: NAm-TR_077	: slope    : -0.364402904641	: intercept: -0.0237162308642	: correl.  : -0.245022332606	: p_value  : 0.0105943476117	: var(proxy)/var(resid): 1.06387046724  : SNR  : 0.252726
Site: Tree ring_Width 	: NAm-TR_078	: slope    : -0.331495484162	: intercept: 0.042845431184	: correl.  : -0.25355379871	: p_value  : 0.00810262231228	: var(proxy)/var(resid): 1.06870664679  : SNR  : 0.26212
Site: Tree ring_Width 	: NAm-TR_079	: slope    : -48.6805641642	: intercept: 1046.58982995	: correl.  : -0.200656814083	: p_value  : 0.0442212550879	: var(proxy)/var(resid): 1.04195228862  : SNR  : 0.204823
Site: Tree ring_Width 	: NAm-TR_080	: slope    : 0.04540047213	: intercept: -0.0091906696146	: correl.  : 0.0361979495253	: p_value  : 0.70994886941	: var(proxy)/var(resid): 1.00131201067  : SNR  : 0.0362217
Site: Tree ring_Width 	: NAm-TR_081	: slope    : 0.0212228176145	: intercept: 0.0895891636593	: correl.  : 0.0122254652535	: p_value  : 0.900066723947	: var(proxy)/var(resid): 1.00014948434  : SNR  : 0.0122264
Site: Tree ring_Width 	: NAm-TR_082	: slope    : -413.013518032	: intercept: 1024.28401272	: correl.  : -0.449557116052	: p_value  : 2.40464686714e-06	: var(proxy)/var(resid): 1.25329240006  : SNR  : 0.503282
Site: Tree ring_Width 	: NAm-TR_083	: slope    : -399.697066087	: intercept: 1026.81768764	: correl.  : -0.485675154232	: p_value  : 2.63143020994e-07	: var(proxy)/var(resid): 1.30869557813  : SNR  : 0.555604
Site: Tree ring_Width 	: NAm-TR_084	: slope    : -0.247854616902	: intercept: 0.00631275184169	: correl.  : -0.146818728287	: p_value  : 0.129453623613	: var(proxy)/var(resid): 1.02203062539  : SNR  : 0.148427
Site: Tree ring_Width 	: NAm-TR_085	: slope    : -0.0129300489603	: intercept: -0.0762446271528	: correl.  : -0.00780877676972	: p_value  : 0.93607173728	: var(proxy)/var(resid): 1.00006098071  : SNR  : 0.00780901
Site: Tree ring_Width 	: NAm-TR_086	: slope    : 0.141260939099	: intercept: 0.142256704174	: correl.  : 0.0944303416986	: p_value  : 0.330998762571	: var(proxy)/var(resid): 1.00899731933  : SNR  : 0.0948542
Site: Tree ring_Width 	: NAm-TR_087	: slope    : -0.148512284084	: intercept: 0.220771981951	: correl.  : -0.0921854663559	: p_value  : 0.342674396788	: var(proxy)/var(resid): 1.00857099792  : SNR  : 0.0925797
Site: Tree ring_Width	: NAm-TR_088	: slope    : 0.106945322046	: intercept: -0.0767475148601	: correl.  : 0.0741510331837	: p_value  : 0.44565180892	: var(proxy)/var(resid): 1.005528775    : SNR  : 0.0743557
Site: Tree ring_Width 	: NAm-TR_089	: slope    : 0.0538938557059	: intercept: -0.11026124682	: correl.  : 0.0406958541762	: p_value  : 0.675818572977	: var(proxy)/var(resid): 1.00165889994  : SNR  : 0.0407296
Site: Tree ring_Width 	: NAm-TR_090	: slope    : 0.0781720032277	: intercept: 0.0433347538612	: correl.  : 0.0601672889588	: p_value  : 0.536205103302	: var(proxy)/var(resid): 1.00363325542  : SNR  : 0.0602765
Site: Tree ring_Width 	: NAm-TR_091	: slope    : 0.330676939508	: intercept: 0.373540560171	: correl.  : 0.192612486526	: p_value  : 0.0458101957076	: var(proxy)/var(resid): 1.0385289785   : SNR  : 0.196288
Site: Tree ring_Width 	: NAm-TR_092	: slope    : 0.259666087796	: intercept: 0.113542153809	: correl.  : 0.154003208843	: p_value  : 0.111534421501	: var(proxy)/var(resid): 1.02429314866  : SNR  : 0.155863
Site: Tree ring_Width 	: NAm-TR_093	: slope    : -0.240872167866	: intercept: -0.224317798515	: correl.  : -0.214907220363	: p_value  : 0.0255120881679	: var(proxy)/var(resid): 1.04842146418  : SNR  : 0.220049
Site: Tree ring_Width 	: NAm-TR_094	: slope    : 0.0691183620912	: intercept: 0.0378943989858	: correl.  : 0.046871836946	: p_value  : 0.630016762058	: var(proxy)/var(resid): 1.0022018064   : SNR  : 0.0469234
Site: Tree ring_Width 	: NAm-TR_095	: slope    : 0.213409153054	: intercept: -0.122274002698	: correl.  : 0.147725665564	: p_value  : 0.12707707677	: var(proxy)/var(resid): 1.02230973476  : SNR  : 0.149364
Site: Tree ring_Width 	: NAm-TR_096	: slope    : 0.0791830286765	: intercept: 0.0394431455505	: correl.  : 0.0597397153139	: p_value  : 0.53911085992	: var(proxy)/var(resid): 1.00358161578  : SNR  : 0.0598466
Site: Tree ring_Width 	: NAm-TR_097	: slope    : 0.329437788191	: intercept: 0.371178663081	: correl.  : 0.191181531432	: p_value  : 0.0474770185046	: var(proxy)/var(resid): 1.03793698926  : SNR  : 0.194774
Site: Tree ring_Width 	: NAm-TR_098	: slope    : -176.283831241	: intercept: 1017.43409181	: correl.  : -0.298047906459	: p_value  : 0.00246850102637	: var(proxy)/var(resid): 1.0974931172   : SNR  : 0.312239
Site: Tree ring_Width 	: NAm-TR_099	: slope    : -116.076055257	: intercept: 989.392983949	: correl.  : -0.148395729168	: p_value  : 0.140623892792	: var(proxy)/var(resid): 1.02251714916  : SNR  : 0.150057
Site: Tree ring_Width 	: NAm-TR_100	: slope    : -117.72882799	: intercept: 994.614950629	: correl.  : -0.233163205236	: p_value  : 0.0189489190704	: var(proxy)/var(resid): 1.05749055914  : SNR  : 0.239772
Site: Tree ring_Width 	: NAm-TR_101	: slope    : 52.6737181501	: intercept: 1014.39199782	: correl.  : 0.0970494159651	: p_value  : 0.334306593819	: var(proxy)/var(resid): 1.00950814243  : SNR  : 0.0975097
Site: Tree ring_Width 	: NAm-TR_102	: slope    : -2.29412903371	: intercept: 962.404739806	: correl.  : -0.00558515079788	: p_value  : 0.955794439207	: var(proxy)/var(resid): 1.00003119488  : SNR  : 0.00558524
Site: Tree ring_Width 	: NAm-TR_103	: slope    : -39.1354556759	: intercept: 1178.3201884	: correl.  : -0.0810575241132	: p_value  : 0.420355060458	: var(proxy)/var(resid): 1.00661377686  : SNR  : 0.0813251
Site: Tree ring_Width 	: NAm-TR_104	: slope    : 41.6453849563	: intercept: 1184.56963809	: correl.  : 0.0687485495199	: p_value  : 0.494528972385	: var(proxy)/var(resid): 1.00474880765  : SNR  : 0.0689116
Site: Tree ring_Width 	: NAm-TR_105	: slope    : 152.099684831	: intercept: 1286.88446517	: correl.  : 0.272198448623	: p_value  : 0.0058924122694	: var(proxy)/var(resid): 1.08002090388  : SNR  : 0.28288
Site: Tree ring_Width 	: NAm-TR_106	: slope    : 100.567347796	: intercept: 1243.0669344	: correl.  : 0.250135958457	: p_value  : 0.0116429519725	: var(proxy)/var(resid): 1.06674403857  : SNR  : 0.258349
Site: Tree ring_Width 	: NAm-TR_107	: slope    : 102.054960499	: intercept: 1332.66916757	: correl.  : 0.235788784947	: p_value  : 0.0176096893035	: var(proxy)/var(resid): 1.05886926758  : SNR  : 0.24263
Site: Tree ring_Width 	: NAm-TR_108	: slope    : -59.8816860564	: intercept: 1106.3801893	: correl.  : -0.0787778150538	: p_value  : 0.433585604338	: var(proxy)/var(resid): 1.00624469839  : SNR  : 0.0790234
Site: Tree ring_Width	: NAm-TR_109	: slope    : -161.025321506	: intercept: 1081.14892624	: correl.  : -0.28224104525	: p_value  : 0.00424228486167	: var(proxy)/var(resid): 1.08655497782  : SNR  : 0.294202
Site: Tree ring_Width 	: NAm-TR_110	: slope    : -78.0833448014	: intercept: 1021.5904146	: correl.  : -0.114672408078	: p_value  : 0.253508060098	: var(proxy)/var(resid): 1.0133249815   : SNR  : 0.115434
Site: Tree ring_Width 	: NAm-TR_111	: slope    : 0.249437059582	: intercept: 0.293030497776	: correl.  : 0.121192589607	: p_value  : 0.211509303323	: var(proxy)/var(resid): 1.01490658641  : SNR  : 0.122093
Site: Tree ring_Width 	: NAm-TR_112	: slope    : 0.234856634594	: intercept: 0.58188679135	: correl.  : 0.097844802428	: p_value  : 0.313732653566	: var(proxy)/var(resid): 1.00966614522  : SNR  : 0.0983166
Site: Tree ring_Width 	: NAm-TR_113	: slope    : -233.912362835	: intercept: 927.987936352	: correl.  : -0.26300027226	: p_value  : 0.0078799441864	: var(proxy)/var(resid): 1.07430903553  : SNR  : 0.272597
Site: Tree ring_Width 	: NAm-TR_114	: slope    : -0.37376311373	: intercept: -0.0313094857289	: correl.  : -0.191330512125	: p_value  : 0.0473011696148	: var(proxy)/var(resid): 1.03799838564  : SNR  : 0.194932
Site: Tree ring_Width 	: NAm-TR_115	: slope    : -0.42126727795	: intercept: 0.27463557783	: correl.  : -0.163091810282	: p_value  : 0.0917015840291	: var(proxy)/var(resid): 1.0273257752   : SNR  : 0.165305
Site: Tree ring_Width 	: NAm-TR_116	: slope    : 40.7739095439	: intercept: 1021.10223526	: correl.  : 0.0884421873659	: p_value  : 0.379133184067	: var(proxy)/var(resid): 1.00788368687  : SNR  : 0.0887901
Site: Tree ring_Width 	: NAm-TR_117	: slope    : -148.77957269	: intercept: 983.110473981	: correl.  : -0.160876661125	: p_value  : 0.108020849289	: var(proxy)/var(resid): 1.02656893877  : SNR  : 0.163
Site: Tree ring_Width 	: NAm-TR_118	: slope    : -49.8524174811	: intercept: 991.893875937	: correl.  : -0.0701294200348	: p_value  : 0.485879211295	: var(proxy)/var(resid): 1.00494244316  : SNR  : 0.0703025
Site: Tree ring_Width 	: NAm-TR_119	: slope    : -21.6965072714	: intercept: 987.516652617	: correl.  : -0.0316956508677	: p_value  : 0.753026276084	: var(proxy)/var(resid): 1.00100562455  : SNR  : 0.0317116
Site: Tree ring_Width 	: NAm-TR_120	: slope    : -24.5257296424	: intercept: 990.107841163	: correl.  : -0.0794728585571	: p_value  : 0.429526925622	: var(proxy)/var(resid): 1.00635607984  : SNR  : 0.079725
Site: Tree ring_Width 	: NAm-TR_121	: slope    : -0.155168202108	: intercept: 0.122852720199	: correl.  : -0.088915398304	: p_value  : 0.360140251556	: var(proxy)/var(resid): 1.00796895016  : SNR  : 0.089269
Site: Tree ring_Width 	: NAm-TR_122	: slope    : -0.0939235983603	: intercept: 0.0538475372936	: correl.  : -0.0530903302512	: p_value  : 0.592476107977	: var(proxy)/var(resid): 1.00282655003  : SNR  : 0.0531653
Site: Tree ring_Width 	: NAm-TR_123	: slope    : -0.00625250759157	: intercept: 0.0405966606364	: correl.  : -0.00353439892852	: p_value  : 0.971040552778	: var(proxy)/var(resid): 1.00001249213  : SNR  : 0.00353442
Site: Tree ring_Width 	: NAm-TR_124	: slope    : 0.598925825874	: intercept: 0.424618766694	: correl.  : 0.330052590109	: p_value  : 0.000485954183001	: var(proxy)/var(resid): 1.12225222297  : SNR  : 0.349646
Site: Tree ring_Width 	: NAm-TR_125	: slope    : -0.407678085035	: intercept: 0.0682795050578	: correl.  : -0.236961741158	: p_value  : 0.0135416096451	: var(proxy)/var(resid): 1.05949135809  : SNR  : 0.243909
Site: Tree ring_Width 	: NAm-TR_126	: slope    : -138.966507361	: intercept: 1032.18747879	: correl.  : -0.352738762643	: p_value  : 0.000297035222744	: var(proxy)/var(resid): 1.14210613911  : SNR  : 0.37697
Site: Tree ring_Width 	: NAm-TR_127	: slope    : -42.8693104089	: intercept: 1062.39275648	: correl.  : -0.0765525540337	: p_value  : 0.446725813984	: var(proxy)/var(resid): 1.00589483902  : SNR  : 0.0767779
Site: Tree ring_Width 	: NAm-TR_128	: slope    : -0.25398958464	: intercept: 0.268128472565	: correl.  : -0.144450911826	: p_value  : 0.135818596502	: var(proxy)/var(resid): 1.02131073717  : SNR  : 0.145982
Site: Tree ring_Width 	: NAm-TR_129	: slope    : -0.293323275107	: intercept: 0.0454191943235	: correl.  : -0.197577691856	: p_value  : 0.0403989361992	: var(proxy)/var(resid): 1.04062273163  : SNR  : 0.201551
Site: Tree ring_Width 	: NAm-TR_130	: slope    : -0.388720029384	: intercept: 0.174693879288	: correl.  : -0.19940925077	: p_value  : 0.0385427016083	: var(proxy)/var(resid): 1.04141070667  : SNR  : 0.203496
Site: Tree ring_Width 	: NAm-TR_131	: slope    : -0.431442744488	: intercept: 0.265181479851	: correl.  : -0.212823870412	: p_value  : 0.027008564471	: var(proxy)/var(resid): 1.0474428775   : SNR  : 0.217814
Site: Tree ring_Width 	: NAm-TR_132	: slope    : -0.295135336709	: intercept: 0.145956942939	: correl.  : -0.132809265805	: p_value  : 0.170620651779	: var(proxy)/var(resid): 1.01795499672  : SNR  : 0.133996
Site: Tree ring_Width 	: NAm-TR_133	: slope    : -0.299440641236	: intercept: 0.162123365394	: correl.  : -0.160924569477	: p_value  : 0.0961564830407	: var(proxy)/var(resid): 1.0265851861   : SNR  : 0.16305
Site: Tree ring_Width 	: NAm-TR_134	: slope    : -10.680337204	: intercept: 1031.03980029	: correl.  : -0.0399427882357	: p_value  : 0.691675879798	: var(proxy)/var(resid): 1.00159797578  : SNR  : 0.0399747
Site: Tree ring_Width 	: NAm-TR_135	: slope    : 163.759444756	: intercept: 1152.89209418	: correl.  : 0.352880058793	: p_value  : 0.000295261731463	: var(proxy)/var(resid): 1.14223620484  : SNR  : 0.377142
Site: Tree ring_Width 	: NAm-TR_136	: slope    : 71.1099826152	: intercept: 1067.54678337	: correl.  : 0.169771206213	: p_value  : 0.0896424654659	: var(proxy)/var(resid): 1.02967763916  : SNR  : 0.172272
Site: Tree ring_Width 	: NAm-TR_137	: slope    : 0.0197530848232	: intercept: 993.932273805	: correl.  : 8.1897210374e-05	: p_value  : 0.999351470052	: var(proxy)/var(resid): 1.00000000671  : SNR  : 8.18972e-05
Site: Tree ring_Width 	: NAm-TR_138	: slope    : -22.426392635	: intercept: 988.465832492	: correl.  : -0.0869760202615	: p_value  : 0.387116430059	: var(proxy)/var(resid): 1.00762249093  : SNR  : 0.0873069
Site: Tree ring_Width 	: NAm-TR_139	: slope    : 16.3111837008	: intercept: 986.514917176	: correl.  : 0.0682700981818	: p_value  : 0.497544787396	: var(proxy)/var(resid): 1.00468263114  : SNR  : 0.0684298
Site: Tree ring_Width 	: NAm-TR_140	: slope    : 7.12682813004	: intercept: 514.897563484	: correl.  : 0.0431285069307	: p_value  : 0.668476118538	: var(proxy)/var(resid): 1.00186353441  : SNR  : 0.0431687
Site: Tree ring_Width 	: NAm-TR_142	: slope    : -0.405382676854	: intercept: 0.0980485633479	: correl.  : -0.274874788916	: p_value  : 0.00398915918946	: var(proxy)/var(resid): 1.08173146433  : SNR  : 0.285887
Site: Tree ring_Width 	: NAm-TR_143	: slope    : -0.109620655317	: intercept: 0.0103516723986	: correl.  : -0.0851504851925	: p_value  : 0.380918263968	: var(proxy)/var(resid): 1.00730356036  : SNR  : 0.0854609
Site: Tree ring_Width 	: NAm-TR_144	: slope    : 0.438631750777	: intercept: 0.466344804889	: correl.  : 0.245485823484	: p_value  : 0.0104434552751	: var(proxy)/var(resid): 1.06412784438  : SNR  : 0.253235
Site: Tree ring_Width 	: NAm-TR_145	: slope    : 0.0853693686354	: intercept: 0.361226607255	: correl.  : 0.0673014703652	: p_value  : 0.488897072909	: var(proxy)/var(resid): 1.00455009753  : SNR  : 0.0674544
Site: Tree ring_Width 	: NAm-TR_146	: slope    : -0.420701217891	: intercept: 0.100590782415	: correl.  : -0.275054222191	: p_value  : 0.00396449567012	: var(proxy)/var(resid): 1.08184694117  : SNR  : 0.286089
Site: Tree ring_Width 	: SAm_05	: slope    : -0.614130535314	: intercept: 0.38192859141	: correl.  : -0.328519179226	: p_value  : 0.0003177203125	: var(proxy)/var(resid): 1.12098179313  : SNR  : 0.347824
Site: Tree ring_Width 	: SAm_06	: slope    : 0.0179072156405	: intercept: 1.09173066509	: correl.  : 0.0276660911784	: p_value  : 0.768144823629	: var(proxy)/var(resid): 1.00076599891  : SNR  : 0.0276767
Site: Tree ring_Width 	: SAm_07	: slope    : -0.501047388774	: intercept: -0.183626482868	: correl.  : -0.253496476346	: p_value  : 0.00603871654077	: var(proxy)/var(resid): 1.06867345133  : SNR  : 0.262056
Site: Tree ring_Width 	: SAm_08	: slope    : -0.711035213037	: intercept: 0.601104423058	: correl.  : -0.331331673107	: p_value  : 0.000280051724827	: var(proxy)/var(resid): 1.12331868658  : SNR  : 0.351168
Site: Tree ring_Width 	: SAm_09	: slope    : -0.127643108101	: intercept: 1.08038230072	: correl.  : -0.209289705873	: p_value  : 0.024149680204	: var(proxy)/var(resid): 1.04580870204  : SNR  : 0.21403
Site: Tree ring_Width 	: SAm_10	: slope    : -0.0569829411648	: intercept: 0.0851428104277	: correl.  : -0.0260234193759	: p_value  : 0.781555577889	: var(proxy)/var(resid): 1.00067767729  : SNR  : 0.0260322
Site: Tree ring_Width 	: SAm_11	: slope    : -0.842774499243	: intercept: 0.362575953869	: correl.  : -0.377949330189	: p_value  : 2.87951289565e-05	: var(proxy)/var(resid): 1.16665108669  : SNR  : 0.408229
Site: Tree ring_Width 	: SAm_12	: slope    : 0.332286425587	: intercept: -0.408492002987	: correl.  : 0.198535824366	: p_value  : 0.0326423605808	: var(proxy)/var(resid): 1.04103388458  : SNR  : 0.202568
Site: Tree ring_Width 	: SAm_13	: slope    : 0.206637072555	: intercept: 0.0196852880699	: correl.  : 0.101966263522	: p_value  : 0.276083924483	: var(proxy)/var(resid): 1.01050635472  : SNR  : 0.102501
Site: Tree ring_Width 	: SAm_14	: slope    : 0.276797909358	: intercept: 0.0611044144019	: correl.  : 0.129687746268	: p_value  : 0.165283160656	: var(proxy)/var(resid): 1.01710662637  : SNR  : 0.130792
Site: Tree ring_Width 	: SAm_15	: slope    : 0.487638286726	: intercept: -0.117323159318	: correl.  : 0.117139835083	: p_value  : 0.210465007003	: var(proxy)/var(resid): 1.0139126467   : SNR  : 0.117952
Site: Tree ring_Width 	: SAm_16	: slope    : -0.206351828212	: intercept: -0.132074312547	: correl.  : -0.0972995961519	: p_value  : 0.298773300382	: var(proxy)/var(resid): 1.00955769614  : SNR  : 0.0977635
Site: Tree ring_Width 	: SAm_17	: slope    : 0.460279956969	: intercept: -0.365364455545	: correl.  : 0.143298726945	: p_value  : 0.12488415204	: var(proxy)/var(resid): 1.02096503212  : SNR  : 0.144793
Site: Tree ring_Width 	: SAm_18	: slope    : -0.0758753177835	: intercept: -0.1670381115	: correl.  : -0.0350290688145	: p_value  : 0.708922598558	: var(proxy)/var(resid): 1.00122854313  : SNR  : 0.0350506
Site: Tree ring_Width 	: SAm_19	: slope    : -0.286877704003	: intercept: -0.0307167895171	: correl.  : -0.146516679377	: p_value  : 0.116548813188	: var(proxy)/var(resid): 1.02193808522  : SNR  : 0.148115
